"time","iNV3S.y"
9.8592,2
9.8616,2
9.864,2
9.8664,2
9.8688,2
9.8712,2
9.8736,2
9.876,2
9.8784,2
9.8808,2
9.8832,2
9.8856,2
9.888,2
9.8904,2
9.8928,2
9.8952,2
9.8976,2
9.9,2
9.9024,2
9.9048,2
9.9072,2
9.9096,2
9.912,2
9.9144,2
9.9168,2
9.9192,2
9.9216,2
9.924,2
9.9264,2
9.9288,2
9.9312,2
9.9336,2
9.936,2
9.9384,2
9.9408,2
9.9432,2
9.9456,2
9.948,2
9.9504,2
9.9528,2
9.9552,2
9.9576,2
9.96,2
9.9624,2
9.9648,2
9.9672,2
9.9696,2
9.972,2
9.9744,2
9.9768,2
9.9792,2
9.9816,2
9.984,2
9.9864,2
9.9888,2
9.9912,2
9.9936,2
9.996,2
9.9984,2
10.0008,2
10.0032,2
10.0056,2
10.008,2
10.0104,2
10.0128,2
10.0152,2
10.0176,2
10.02,2
10.0224,2
10.0248,2
10.0272,2
10.0296,2
10.032,2
10.0344,2
10.0368,2
10.0392,2
10.0416,2
10.044,2
10.0464,2
10.0488,2
10.0512,2
10.0536,2
10.056,2
10.0584,2
10.0608,2
10.0632,2
10.0656,2
10.068,2
10.0704,2
10.0728,2
10.0752,2
10.0776,2
10.08,2
10.0824,2
10.0848,2
10.0872,2
10.0896,2
10.092,2
10.0944,2
10.0968,2
10.0992,2
10.1016,2
10.104,2
10.1064,2
10.1088,2
10.1112,2
10.1136,2
10.116,2
10.1184,2
10.1208,2
10.1232,2
10.1256,2
10.128,2
10.1304,2
10.1328,2
10.1352,2
10.1376,2
10.14,2
10.1424,2
10.1448,2
10.1472,2
10.1496,2
10.152,2
10.1544,2
10.1568,2
10.1592,2
10.1616,2
10.164,2
10.1664,2
10.1688,2
10.1712,2
10.1736,2
10.176,2
10.1784,2
10.1808,2
10.1832,2
10.1856,2
10.188,2
10.1904,2
10.1928,2
10.1952,2
10.1976,2
10.2,2
10.2024,2
10.2048,2
10.2072,2
10.2096,2
10.212,2
10.2144,2
10.2168,2
10.2192,2
10.2216,2
10.224,2
10.2264,2
10.2288,2
10.2312,2
10.2336,2
10.236,2
10.2384,2
10.2408,2
10.2432,2
10.2456,2
10.248,2
10.2504,2
10.2528,2
10.2552,2
10.2576,2
10.26,2
10.2624,2
10.2648,2
10.2672,2
10.2696,2
10.272,2
10.2744,2
10.2768,2
10.2792,2
10.2816,2
10.284,2
10.2864,2
10.2888,2
10.2912,2
10.2936,2
10.296,2
10.2984,2
10.3008,2
10.3032,2
10.3056,2
10.308,2
10.3104,2
10.3128,2
10.3152,2
10.3176,2
10.32,2
10.3224,2
10.3248,2
10.3272,2
10.3296,2
10.332,2
10.3344,2
10.3368,2
10.3392,2
10.3416,2
10.344,2
10.3464,2
10.3488,2
10.3512,2
10.3536,2
10.356,2
10.3584,2
10.3608,2
10.3632,2
10.3656,2
10.368,2
10.3704,2
10.3728,2
10.3752,2
10.3776,2
10.38,2
10.3824,2
10.3848,2
10.3872,2
10.3896,2
10.392,2
10.3944,2
10.3968,2
10.3992,2
10.4016,2
10.404,2
10.4064,2
10.4088,2
10.4112,2
10.4136,2
10.416,2
10.4184,2
10.4208,2
10.4232,2
10.4256,2
10.428,2
10.4304,2
10.4328,2
10.4352,2
10.4376,2
10.44,2
10.4424,2
10.4448,2
10.4472,2
10.4496,2
10.452,2
10.4544,2
10.4568,2
10.4592,2
10.4616,2
10.464,2
10.4664,2
10.4688,2
10.4712,2
10.4736,2
10.476,2
10.4784,2
10.4808,2
10.4832,2
10.4856,2
10.488,2
10.4904,2
10.4928,2
10.4952,2
10.4976,2
10.5,2
10.5024,2
10.5048,2
10.5072,2
10.5096,2
10.512,2
10.5144,2
10.5168,2
10.5192,2
10.5216,2
10.524,2
10.5264,2
10.5288,2
10.5312,2
10.5336,2
10.536,2
10.5384,2
10.5408,2
10.5432,2
10.5456,2
10.548,2
10.5504,2
10.5528,2
10.5552,2
10.5576,2
10.56,2
10.5624,2
10.5648,2
10.5672,2
10.5696,2
10.572,2
10.5744,2
10.5768,2
10.5792,2
10.5816,2
10.584,2
10.5864,2
10.5888,2
10.5912,2
10.5936,2
10.596,2
10.5984,2
10.6008,2
10.6032,2
10.6056,2
10.608,2
10.6104,2
10.6128,2
10.6152,2
10.6176,2
10.62,2
10.6224,2
10.6248,2
10.6272,2
10.6296,2
10.632,2
10.6344,2
10.6368,2
10.6392,2
10.6416,2
10.644,2
10.6464,2
10.6488,2
10.6512,2
10.6536,2
10.656,2
10.6584,2
10.6608,2
10.6632,2
10.6656,2
10.668,2
10.6704,2
10.6728,2
10.6752,2
10.6776,2
10.68,2
10.6824,2
10.6848,2
10.6872,2
10.6896,2
10.692,2
10.6944,2
10.6968,2
10.6992,2
10.7016,2
10.704,2
10.7064,2
10.7088,2
10.7112,2
10.7136,2
10.716,2
10.7184,2
10.7208,2
10.7232,2
10.7256,2
10.728,2
10.7304,2
10.7328,2
10.7352,2
10.7376,2
10.74,2
10.7424,2
10.7448,2
10.7472,2
10.7496,2
10.752,2
10.7544,2
10.7568,2
10.7592,2
10.7616,2
10.764,2
10.7664,2
10.7688,2
10.7712,2
10.7736,2
10.776,2
10.7784,2
10.7808,2
10.7832,2
10.7856,2
10.788,2
10.7904,2
10.7928,2
10.7952,2
10.7976,2
10.8,2
10.8024,2
10.8048,2
10.8072,2
10.8096,2
10.812,2
10.8144,2
10.8168,2
10.8192,2
10.8216,2
10.824,2
10.8264,2
10.8288,2
10.8312,2
10.8336,2
10.836,2
10.8384,2
10.8408,2
10.8432,2
10.8456,2
10.848,2
10.8504,2
10.8528,2
10.8552,2
10.8576,2
10.86,2
10.8624,2
10.8648,2
10.8672,2
10.8696,2
10.872,2
10.8744,2
10.8768,2
10.8792,2
10.8816,2
10.884,2
10.8864,2
10.8888,2
10.8912,2
10.8936,2
10.896,2
10.8984,2
10.9008,2
10.9032,2
10.9056,2
10.908,2
10.9104,2
10.9128,2
10.9152,2
10.9176,2
10.92,2
10.9224,2
10.9248,2
10.9272,2
10.9296,2
10.932,2
10.9344,2
10.9368,2
10.9392,2
10.9416,2
10.944,2
10.9464,2
10.9488,2
10.9512,2
10.9536,2
10.956,2
10.9584,2
10.9608,2
10.9632,2
10.9656,2
10.968,2
10.9704,2
10.9728,2
10.9752,2
10.9776,2
10.98,2
10.9824,2
10.9848,2
10.9872,2
10.9896,2
10.992,2
10.9944,2
10.9968,2
10.9992,2
11.0016,2
11.004,2
11.0064,2
11.0088,2
11.0112,2
11.0136,2
11.016,2
11.0184,2
11.0208,2
11.0232,2
11.0256,2
11.028,2
11.0304,2
11.0328,2
11.0352,2
11.0376,2
11.04,2
11.0424,2
11.0448,2
11.0472,2
11.0496,2
11.052,2
11.0544,2
11.0568,2
11.0592,2
11.0616,2
11.064,2
11.0664,2
11.0688,2
11.0712,2
11.0736,2
11.076,2
11.0784,2
11.0808,2
11.0832,2
11.0856,2
11.088,2
11.0904,2
11.0928,2
11.0952,2
11.0976,2
11.1,2
11.1024,2
11.1048,2
11.1072,2
11.1096,2
11.112,2
11.1144,2
11.1168,2
11.1192,2
11.1216,2
11.124,2
11.1264,2
11.1288,2
11.1312,2
11.1336,2
11.136,2
11.1384,2
11.1408,2
11.1432,2
11.1456,2
11.148,2
11.1504,2
11.1528,2
11.1552,2
11.1576,2
11.16,2
11.1624,2
11.1648,2
11.1672,2
11.1696,2
11.172,2
11.1744,2
11.1768,2
11.1792,2
11.1816,2
11.184,2
11.1864,2
11.1888,2
11.1912,2
11.1936,2
11.196,2
11.1984,2
11.2008,2
11.2032,2
11.2056,2
11.208,2
11.2104,2
11.2128,2
11.2152,2
11.2176,2
11.22,2
11.2224,2
11.2248,2
11.2272,2
11.2296,2
11.232,2
11.2344,2
11.2368,2
11.2392,2
11.2416,2
11.244,2
11.2464,2
11.2488,2
11.2512,2
11.2536,2
11.256,2
11.2584,2
11.2608,2
11.2632,2
11.2656,2
11.268,2
11.2704,2
11.2728,2
11.2752,2
11.2776,2
11.28,2
11.2824,2
11.2848,2
11.2872,2
11.2896,2
11.292,2
11.2944,2
11.2968,2
11.2992,2
11.3016,2
11.304,2
11.3064,2
11.3088,2
11.3112,2
11.3136,2
11.316,2
11.3184,2
11.3208,2
11.3232,2
11.3256,2
11.328,2
11.3304,2
11.3328,2
11.3352,2
11.3376,2
11.34,2
11.3424,2
11.3448,2
11.3472,2
11.3496,2
11.352,2
11.3544,2
11.3568,2
11.3592,2
11.3616,2
11.364,2
11.3664,2
11.3688,2
11.3712,2
11.3736,2
11.376,2
11.3784,2
11.3808,2
11.3832,2
11.3856,2
11.388,2
11.3904,2
11.3928,2
11.3952,2
11.3976,2
11.4,2
11.4024,2
11.4048,2
11.4072,2
11.4096,2
11.412,2
11.4144,2
11.4168,2
11.4192,2
11.4216,2
11.424,2
11.4264,2
11.4288,2
11.4312,2
11.4336,2
11.436,2
11.4384,2
11.4408,2
11.4432,2
11.4456,2
11.448,2
11.4504,2
11.4528,2
11.4552,2
11.4576,2
11.46,2
11.4624,2
11.4648,2
11.4672,2
11.4696,2
11.472,2
11.4744,2
11.4768,2
11.4792,2
11.4816,2
11.484,2
11.4864,2
11.4888,2
11.4912,2
11.4936,2
11.496,2
11.4984,2
11.5008,2
11.5032,2
11.5056,2
11.508,2
11.5104,2
11.5128,2
11.5152,2
11.5176,2
11.52,2
11.5224,2
11.5248,2
11.5272,2
11.5296,2
11.532,2
11.5344,2
11.5368,2
11.5392,2
11.5416,2
11.544,2
11.5464,2
11.5488,2
11.5512,2
11.5536,2
11.556,2
11.5584,2
11.5608,2
11.5632,2
11.5656,2
11.568,2
11.5704,2
11.5728,2
11.5752,2
11.5776,2
11.58,2
11.5824,2
11.5848,2
11.5872,2
11.5896,2
11.592,2
11.5944,2
11.5968,2
11.5992,2
11.6016,2
11.604,2
11.6064,2
11.6088,2
11.6112,2
11.6136,2
11.616,2
11.6184,2
11.6208,2
11.6232,2
11.6256,2
11.628,2
11.6304,2
11.6328,2
11.6352,2
11.6376,2
11.64,2
11.6424,2
11.6448,2
11.6472,2
11.6496,2
11.652,2
11.6544,2
11.6568,2
11.6592,2
11.6616,2
11.664,2
11.6664,2
11.6688,2
11.6712,2
11.6736,2
11.676,2
11.6784,2
11.6808,2
11.6832,2
11.6856,2
11.688,2
11.6904,2
11.6928,2
11.6952,2
11.6976,2
11.7,2
11.7024,2
11.7048,2
11.7072,2
11.7096,2
11.712,2
11.7144,2
11.7168,2
11.7192,2
11.7216,2
11.724,2
11.7264,2
11.7288,2
11.7312,2
11.7336,2
11.736,2
11.7384,2
11.7408,2
11.7432,2
11.7456,2
11.748,2
11.7504,2
11.7528,2
11.7552,2
11.7576,2
11.76,2
11.7624,2
11.7648,2
11.7672,2
11.7696,2
11.772,2
11.7744,2
11.7768,2
11.7792,2
11.7816,2
11.784,2
11.7864,2
11.7888,2
11.7912,2
11.7936,2
11.796,2
11.7984,2
11.8008,2
11.8032,2
11.8056,2
11.808,2
11.8104,2
11.8128,2
11.8152,2
11.8176,2
11.82,2
11.8224,2
11.8248,2
11.8272,2
11.8296,2
11.832,2
11.8344,2
11.8368,2
11.8392,2
11.8416,2
11.844,2
11.8464,2
11.8488,2
11.8512,2
11.8536,2
11.856,2
11.8584,2
11.8608,2
11.8632,2
11.8656,2
11.868,2
11.8704,2
11.8728,2
11.8752,2
11.8776,2
11.88,2
11.8824,2
11.8848,2
11.8872,2
11.8896,2
11.892,2
11.8944,2
11.8968,2
11.8992,2
11.9016,2
11.904,2
11.9064,2
11.9088,2
11.9112,2
11.9136,2
11.916,2
11.9184,2
11.9208,2
11.9232,2
11.9256,2
11.928,2
11.9304,2
11.9328,2
11.9352,2
11.9376,2
11.94,2
11.9424,2
11.9448,2
11.9472,2
11.9496,2
11.952,2
11.9544,2
11.9568,2
11.9592,2
11.9616,2
11.964,2
11.9664,2
11.9688,2
11.9712,2
11.9736,2
11.976,2
11.9784,2
11.9808,2
11.9832,2
11.9856,2
11.988,2
11.9904,2
11.9928,2
11.9952,2
11.9976,2
12,2
12,2
