"time","dLATREG.delay.inertialDelaySensitive[1].x","dLATREG.delay.inertialDelaySensitive[1].y","dLATREG.delay.inertialDelaySensitive[2].x","dLATREG.delay.inertialDelaySensitive[2].y"
5.74,3,3,3,3
5.745,3,3,3,3
5.75,3,3,3,3
5.755,3,3,3,3
5.76,3,3,3,3
5.765,3,3,3,3
5.77,3,3,3,3
5.775,3,3,3,3
5.78,3,3,3,3
5.785,3,3,3,3
5.79,3,3,3,3
5.795,3,3,3,3
5.8,3,3,3,3
5.805,3,3,3,3
5.81,3,3,3,3
5.815,3,3,3,3
5.82,3,3,3,3
5.825,3,3,3,3
5.83,3,3,3,3
5.835,3,3,3,3
5.84,3,3,3,3
5.845,3,3,3,3
5.85,3,3,3,3
5.855,3,3,3,3
5.86,3,3,3,3
5.865,3,3,3,3
5.87,3,3,3,3
5.875,3,3,3,3
5.88,3,3,3,3
5.885,3,3,3,3
5.89,3,3,3,3
5.895,3,3,3,3
5.9,3,3,3,3
5.905,3,3,3,3
5.91,3,3,3,3
5.915,3,3,3,3
5.92,3,3,3,3
5.925,3,3,3,3
5.93,3,3,3,3
5.935,3,3,3,3
5.94,3,3,3,3
5.945,3,3,3,3
5.95,3,3,3,3
5.955,3,3,3,3
5.96,3,3,3,3
5.965,3,3,3,3
5.97,3,3,3,3
5.975,3,3,3,3
5.98,3,3,3,3
5.985,3,3,3,3
5.99,3,3,3,3
5.995,3,3,3,3
6,3,3,3,3
6.005,3,3,3,3
6.01,3,3,3,3
6.015,3,3,3,3
6.02,3,3,3,3
6.025,3,3,3,3
6.03,3,3,3,3
6.035,3,3,3,3
6.04,3,3,3,3
6.045,3,3,3,3
6.05,3,3,3,3
6.055,3,3,3,3
6.06,3,3,3,3
6.065,3,3,3,3
6.07,3,3,3,3
6.075,3,3,3,3
6.08,3,3,3,3
6.085,3,3,3,3
6.09,3,3,3,3
6.095,3,3,3,3
6.1,3,3,3,3
6.105,3,3,3,3
6.11,3,3,3,3
6.115,3,3,3,3
6.12,3,3,3,3
6.125,3,3,3,3
6.13,3,3,3,3
6.135,3,3,3,3
6.14,3,3,3,3
6.145,3,3,3,3
6.15,3,3,3,3
6.155,3,3,3,3
6.16,3,3,3,3
6.165,3,3,3,3
6.17,3,3,3,3
6.175,3,3,3,3
6.18,3,3,3,3
6.185,3,3,3,3
6.19,3,3,3,3
6.195,3,3,3,3
6.2,3,3,3,3
6.205,3,3,3,3
6.21,3,3,3,3
6.215,3,3,3,3
6.22,3,3,3,3
6.225,3,3,3,3
6.23,3,3,3,3
6.235,3,3,3,3
6.24,3,3,3,3
6.245,3,3,3,3
6.25,3,3,3,3
6.255,3,3,3,3
6.26,3,3,3,3
6.265,3,3,3,3
6.27,3,3,3,3
6.275,3,3,3,3
6.28,3,3,3,3
6.285,3,3,3,3
6.29,3,3,3,3
6.295,3,3,3,3
6.3,3,3,3,3
6.305,3,3,3,3
6.31,3,3,3,3
6.315,3,3,3,3
6.32,3,3,3,3
6.325,3,3,3,3
6.33,3,3,3,3
6.335,3,3,3,3
6.34,3,3,3,3
6.345,3,3,3,3
6.35,3,3,3,3
6.355,3,3,3,3
6.36,3,3,3,3
6.365,3,3,3,3
6.37,3,3,3,3
6.375,3,3,3,3
6.38,3,3,3,3
6.385,3,3,3,3
6.39,3,3,3,3
6.395,3,3,3,3
6.4,3,3,3,3
6.405,3,3,3,3
6.41,3,3,3,3
6.415,3,3,3,3
6.42,3,3,3,3
6.425,3,3,3,3
6.43,3,3,3,3
6.435,3,3,3,3
6.44,3,3,3,3
6.445,3,3,3,3
6.45,3,3,3,3
6.455,3,3,3,3
6.46,3,3,3,3
6.465,3,3,3,3
6.47,3,3,3,3
6.475,3,3,3,3
6.48,3,3,3,3
6.485,3,3,3,3
6.49,3,3,3,3
6.495,3,3,3,3
6.5,3,3,3,3
6.505,3,3,3,3
6.51,3,3,3,3
6.515,3,3,3,3
6.52,3,3,3,3
6.525,3,3,3,3
6.53,3,3,3,3
6.535,3,3,3,3
6.54,3,3,3,3
6.545,3,3,3,3
6.55,3,3,3,3
6.555,3,3,3,3
6.56,3,3,3,3
6.565,3,3,3,3
6.57,3,3,3,3
6.575,3,3,3,3
6.58,3,3,3,3
6.585,3,3,3,3
6.59,3,3,3,3
6.595,3,3,3,3
6.6,3,3,3,3
6.605,3,3,3,3
6.61,3,3,3,3
6.615,3,3,3,3
6.62,3,3,3,3
6.625,3,3,3,3
6.63,3,3,3,3
6.635,3,3,3,3
6.64,3,3,3,3
6.645,3,3,3,3
6.65,3,3,3,3
6.655,3,3,3,3
6.66,3,3,3,3
6.665,3,3,3,3
6.67,3,3,3,3
6.675,3,3,3,3
6.68,3,3,3,3
6.685,3,3,3,3
6.69,3,3,3,3
6.695,3,3,3,3
6.7,3,3,3,3
6.705,3,3,3,3
6.71,3,3,3,3
6.715,3,3,3,3
6.72,3,3,3,3
6.725,3,3,3,3
6.73,3,3,3,3
6.735,3,3,3,3
6.74,3,3,3,3
6.745,3,3,3,3
6.75,3,3,3,3
6.755,3,3,3,3
6.76,3,3,3,3
6.765,3,3,3,3
6.77,3,3,3,3
6.775,3,3,3,3
6.78,3,3,3,3
6.785,3,3,3,3
6.79,3,3,3,3
6.795,3,3,3,3
6.8,3,3,3,3
6.805,3,3,3,3
6.81,3,3,3,3
6.815,3,3,3,3
6.82,3,3,3,3
6.825,3,3,3,3
6.83,3,3,3,3
6.835,3,3,3,3
6.84,3,3,3,3
6.845,3,3,3,3
6.85,3,3,3,3
6.855,3,3,3,3
6.86,3,3,3,3
6.865,3,3,3,3
6.87,3,3,3,3
6.875,3,3,3,3
6.88,3,3,3,3
6.885,3,3,3,3
6.89,3,3,3,3
6.895,3,3,3,3
6.9,3,3,3,3
6.905,3,3,3,3
6.91,3,3,3,3
6.915,3,3,3,3
6.92,3,3,3,3
6.925,3,3,3,3
6.93,3,3,3,3
6.935,3,3,3,3
6.94,3,3,3,3
6.945,3,3,3,3
6.95,3,3,3,3
6.955,3,3,3,3
6.96,3,3,3,3
6.965,3,3,3,3
6.97,3,3,3,3
6.975,3,3,3,3
6.98,3,3,3,3
6.985,3,3,3,3
6.99,3,3,3,3
6.995,3,3,3,3
7,3,3,3,3
7.005,3,3,3,3
7.01,3,3,3,3
7.015,3,3,3,3
7.02,3,3,3,3
7.025,3,3,3,3
7.03,3,3,3,3
7.035,3,3,3,3
7.04,3,3,3,3
7.045,3,3,3,3
7.05,3,3,3,3
7.055,3,3,3,3
7.06,3,3,3,3
7.065,3,3,3,3
7.07,3,3,3,3
7.075,3,3,3,3
7.08,3,3,3,3
7.085,3,3,3,3
7.09,3,3,3,3
7.095,3,3,3,3
7.1,3,3,3,3
7.105,3,3,3,3
7.11,3,3,3,3
7.115,3,3,3,3
7.12,3,3,3,3
7.125,3,3,3,3
7.13,3,3,3,3
7.135,3,3,3,3
7.14,3,3,3,3
7.145,3,3,3,3
7.15,3,3,3,3
7.155,3,3,3,3
7.16,3,3,3,3
7.165,3,3,3,3
7.17,3,3,3,3
7.175,3,3,3,3
7.18,3,3,3,3
7.185,3,3,3,3
7.19,3,3,3,3
7.195,3,3,3,3
7.2,3,3,3,3
7.205,3,3,3,3
7.21,3,3,3,3
7.215,3,3,3,3
7.22,3,3,3,3
7.225,3,3,3,3
7.23,3,3,3,3
7.235,3,3,3,3
7.24,3,3,3,3
7.245,3,3,3,3
7.25,3,3,3,3
7.255,3,3,3,3
7.26,3,3,3,3
7.265,3,3,3,3
7.27,3,3,3,3
7.275,3,3,3,3
7.28,3,3,3,3
7.285,3,3,3,3
7.29,3,3,3,3
7.295,3,3,3,3
7.3,3,3,3,3
7.305,3,3,3,3
7.31,3,3,3,3
7.315,3,3,3,3
7.32,3,3,3,3
7.325,3,3,3,3
7.33,3,3,3,3
7.335,3,3,3,3
7.34,3,3,3,3
7.345,3,3,3,3
7.35,3,3,3,3
7.355,3,3,3,3
7.36,3,3,3,3
7.365,3,3,3,3
7.37,3,3,3,3
7.375,3,3,3,3
7.38,3,3,3,3
7.385,3,3,3,3
7.39,3,3,3,3
7.395,3,3,3,3
7.4,3,3,3,3
7.405,3,3,3,3
7.41,3,3,3,3
7.415,3,3,3,3
7.42,3,3,3,3
7.425,3,3,3,3
7.43,3,3,3,3
7.435,3,3,3,3
7.44,3,3,3,3
7.445,3,3,3,3
7.45,3,3,3,3
7.455,3,3,3,3
7.46,3,3,3,3
7.465,3,3,3,3
7.47,3,3,3,3
7.475,3,3,3,3
7.48,3,3,3,3
7.485,3,3,3,3
7.49,3,3,3,3
7.495,3,3,3,3
7.5,3,3,3,3
7.505,3,3,3,3
7.51,3,3,3,3
7.515,3,3,3,3
7.52,3,3,3,3
7.525,3,3,3,3
7.53,3,3,3,3
7.535,3,3,3,3
7.54,3,3,3,3
7.545,3,3,3,3
7.55,3,3,3,3
7.555,3,3,3,3
7.56,3,3,3,3
7.565,3,3,3,3
7.57,3,3,3,3
7.575,3,3,3,3
7.58,3,3,3,3
7.585,3,3,3,3
7.59,3,3,3,3
7.595,3,3,3,3
7.6,3,3,3,3
7.605,3,3,3,3
7.61,3,3,3,3
7.615,3,3,3,3
7.62,3,3,3,3
7.625,3,3,3,3
7.63,3,3,3,3
7.635,3,3,3,3
7.64,3,3,3,3
7.645,3,3,3,3
7.65,3,3,3,3
7.655,3,3,3,3
7.66,3,3,3,3
7.665,3,3,3,3
7.67,3,3,3,3
7.675,3,3,3,3
7.68,3,3,3,3
7.685,3,3,3,3
7.69,3,3,3,3
7.695,3,3,3,3
7.7,3,3,3,3
7.705,3,3,3,3
7.71,3,3,3,3
7.715,3,3,3,3
7.72,3,3,3,3
7.725,3,3,3,3
7.73,3,3,3,3
7.735,3,3,3,3
7.74,3,3,3,3
7.745,3,3,3,3
7.75,3,3,3,3
7.755,3,3,3,3
7.76,3,3,3,3
7.765,3,3,3,3
7.77,3,3,3,3
7.775,3,3,3,3
7.78,3,3,3,3
7.785,3,3,3,3
7.79,3,3,3,3
7.795,3,3,3,3
7.8,3,3,3,3
7.805,3,3,3,3
7.81,3,3,3,3
7.815,3,3,3,3
7.82,3,3,3,3
7.825,3,3,3,3
7.83,3,3,3,3
7.835,3,3,3,3
7.84,3,3,3,3
7.845,3,3,3,3
7.85,3,3,3,3
7.855,3,3,3,3
7.86,3,3,3,3
7.865,3,3,3,3
7.87,3,3,3,3
7.875,3,3,3,3
7.88,3,3,3,3
7.885,3,3,3,3
7.89,3,3,3,3
7.895,3,3,3,3
7.9,3,3,3,3
7.905,3,3,3,3
7.91,3,3,3,3
7.915,3,3,3,3
7.92,3,3,3,3
7.925,3,3,3,3
7.93,3,3,3,3
7.935,3,3,3,3
7.94,3,3,3,3
7.945,3,3,3,3
7.95,3,3,3,3
7.955,3,3,3,3
7.96,3,3,3,3
7.965,3,3,3,3
7.97,3,3,3,3
7.975,3,3,3,3
7.98,3,3,3,3
7.985,3,3,3,3
7.99,3,3,3,3
7.995,3,3,3,3
8,3,3,3,3
8.005,3,3,3,3
8.01,3,3,3,3
8.015,3,3,3,3
8.02,3,3,3,3
8.025,3,3,3,3
8.03,3,3,3,3
8.035,3,3,3,3
8.04,3,3,3,3
8.045,3,3,3,3
8.05,3,3,3,3
8.055,3,3,3,3
8.06,3,3,3,3
8.065,3,3,3,3
8.07,3,3,3,3
8.075,3,3,3,3
8.08,3,3,3,3
8.085,3,3,3,3
8.09,3,3,3,3
8.095,3,3,3,3
8.1,3,3,3,3
8.105,3,3,3,3
8.11,3,3,3,3
8.115,3,3,3,3
8.12,3,3,3,3
8.125,3,3,3,3
8.13,3,3,3,3
8.135,3,3,3,3
8.14,3,3,3,3
8.145,3,3,3,3
8.15,3,3,3,3
8.155,3,3,3,3
8.16,3,3,3,3
8.165,3,3,3,3
8.17,3,3,3,3
8.175,3,3,3,3
8.18,3,3,3,3
8.185,3,3,3,3
8.19,3,3,3,3
8.195,3,3,3,3
8.2,3,3,3,3
8.205,3,3,3,3
8.21,3,3,3,3
8.215,3,3,3,3
8.22,3,3,3,3
8.225,3,3,3,3
8.23,3,3,3,3
8.235,3,3,3,3
8.24,3,3,3,3
8.245,3,3,3,3
8.25,3,3,3,3
8.255,3,3,3,3
8.26,3,3,3,3
8.265,3,3,3,3
8.27,3,3,3,3
8.275,3,3,3,3
8.28,3,3,3,3
8.285,3,3,3,3
8.29,3,3,3,3
8.295,3,3,3,3
8.3,3,3,3,3
8.305,3,3,3,3
8.31,3,3,3,3
8.315,3,3,3,3
8.32,3,3,3,3
8.325,3,3,3,3
8.33,3,3,3,3
8.335,3,3,3,3
8.34,3,3,3,3
8.345,3,3,3,3
8.35,3,3,3,3
8.355,3,3,3,3
8.36,3,3,3,3
8.365,3,3,3,3
8.37,3,3,3,3
8.375,3,3,3,3
8.38,3,3,3,3
8.385,3,3,3,3
8.39,3,3,3,3
8.395,3,3,3,3
8.4,3,3,3,3
8.405,3,3,3,3
8.41,3,3,3,3
8.415,3,3,3,3
8.42,3,3,3,3
8.425,3,3,3,3
8.43,3,3,3,3
8.435,3,3,3,3
8.44,3,3,3,3
8.445,3,3,3,3
8.45,3,3,3,3
8.455,3,3,3,3
8.46,3,3,3,3
8.465,3,3,3,3
8.47,3,3,3,3
8.475,3,3,3,3
8.48,3,3,3,3
8.485,3,3,3,3
8.49,3,3,3,3
8.495,3,3,3,3
8.5,3,3,3,3
8.505,3,3,3,3
8.51,3,3,3,3
8.515,3,3,3,3
8.52,3,3,3,3
8.525,3,3,3,3
8.53,3,3,3,3
8.535,3,3,3,3
8.54,3,3,3,3
8.545,3,3,3,3
8.55,3,3,3,3
8.555,3,3,3,3
8.56,3,3,3,3
8.565,3,3,3,3
8.57,3,3,3,3
8.575,3,3,3,3
8.58,3,3,3,3
8.585,3,3,3,3
8.59,3,3,3,3
8.595,3,3,3,3
8.6,3,3,3,3
8.605,3,3,3,3
8.61,3,3,3,3
8.615,3,3,3,3
8.62,3,3,3,3
8.625,3,3,3,3
8.63,3,3,3,3
8.635,3,3,3,3
8.64,3,3,3,3
8.645,3,3,3,3
8.65,3,3,3,3
8.655,3,3,3,3
8.66,3,3,3,3
8.665,3,3,3,3
8.67,3,3,3,3
8.675,3,3,3,3
8.68,3,3,3,3
8.685,3,3,3,3
8.69,3,3,3,3
8.695,3,3,3,3
8.7,3,3,3,3
8.705,3,3,3,3
8.71,3,3,3,3
8.715,3,3,3,3
8.72,3,3,3,3
8.725,3,3,3,3
8.73,3,3,3,3
8.735,3,3,3,3
8.74,3,3,3,3
8.745,3,3,3,3
8.75,3,3,3,3
8.755,3,3,3,3
8.76,3,3,3,3
8.765,3,3,3,3
8.77,3,3,3,3
8.775,3,3,3,3
8.78,3,3,3,3
8.785,3,3,3,3
8.79,3,3,3,3
8.795,3,3,3,3
8.8,3,3,3,3
8.805,3,3,3,3
8.81,3,3,3,3
8.815,3,3,3,3
8.82,3,3,3,3
8.825,3,3,3,3
8.83,3,3,3,3
8.835,3,3,3,3
8.84,3,3,3,3
8.845,3,3,3,3
8.85,3,3,3,3
8.855,3,3,3,3
8.86,3,3,3,3
8.865,3,3,3,3
8.87,3,3,3,3
8.875,3,3,3,3
8.88,3,3,3,3
8.885,3,3,3,3
8.89,3,3,3,3
8.895,3,3,3,3
8.9,3,3,3,3
8.905,3,3,3,3
8.91,3,3,3,3
8.915,3,3,3,3
8.92,3,3,3,3
8.925,3,3,3,3
8.93,3,3,3,3
8.935,3,3,3,3
8.94,3,3,3,3
8.945,3,3,3,3
8.95,3,3,3,3
8.955,3,3,3,3
8.96,3,3,3,3
8.965,3,3,3,3
8.97,3,3,3,3
8.975,3,3,3,3
8.98,3,3,3,3
8.985,3,3,3,3
8.99,3,3,3,3
8.995,3,3,3,3
9,3,3,3,3
9.005,3,3,3,3
9.01,3,3,3,3
9.015,3,3,3,3
9.02,3,3,3,3
9.025,3,3,3,3
9.03,3,3,3,3
9.035,3,3,3,3
9.04,3,3,3,3
9.045,3,3,3,3
9.05,3,3,3,3
9.055,3,3,3,3
9.06,3,3,3,3
9.065,3,3,3,3
9.07,3,3,3,3
9.075,3,3,3,3
9.08,3,3,3,3
9.085,3,3,3,3
9.09,3,3,3,3
9.095,3,3,3,3
9.1,3,3,3,3
9.105,3,3,3,3
9.11,3,3,3,3
9.115,3,3,3,3
9.12,3,3,3,3
9.125,3,3,3,3
9.13,3,3,3,3
9.135,3,3,3,3
9.14,3,3,3,3
9.145,3,3,3,3
9.15,3,3,3,3
9.155,3,3,3,3
9.16,3,3,3,3
9.165,3,3,3,3
9.17,3,3,3,3
9.175,3,3,3,3
9.18,3,3,3,3
9.185,3,3,3,3
9.19,3,3,3,3
9.195,3,3,3,3
9.2,3,3,3,3
9.205,3,3,3,3
9.21,3,3,3,3
9.215,3,3,3,3
9.22,3,3,3,3
9.225,3,3,3,3
9.23,3,3,3,3
9.235,3,3,3,3
9.24,3,3,3,3
9.245,3,3,3,3
9.25,3,3,3,3
9.255,3,3,3,3
9.26,3,3,3,3
9.265,3,3,3,3
9.27,3,3,3,3
9.275,3,3,3,3
9.28,3,3,3,3
9.285,3,3,3,3
9.29,3,3,3,3
9.295,3,3,3,3
9.3,3,3,3,3
9.305,3,3,3,3
9.31,3,3,3,3
9.315,3,3,3,3
9.32,3,3,3,3
9.325,3,3,3,3
9.33,3,3,3,3
9.335,3,3,3,3
9.34,3,3,3,3
9.345,3,3,3,3
9.35,3,3,3,3
9.355,3,3,3,3
9.36,3,3,3,3
9.365,3,3,3,3
9.37,3,3,3,3
9.375,3,3,3,3
9.38,3,3,3,3
9.385,3,3,3,3
9.39,3,3,3,3
9.395,3,3,3,3
9.4,3,3,3,3
9.405,3,3,3,3
9.41,3,3,3,3
9.415,3,3,3,3
9.42,3,3,3,3
9.425,3,3,3,3
9.43,3,3,3,3
9.435,3,3,3,3
9.44,3,3,3,3
9.445,3,3,3,3
9.45,3,3,3,3
9.455,3,3,3,3
9.46,3,3,3,3
9.465,3,3,3,3
9.47,3,3,3,3
9.475,3,3,3,3
9.48,3,3,3,3
9.485,3,3,3,3
9.49,3,3,3,3
9.495,3,3,3,3
9.5,3,3,3,3
9.505,3,3,3,3
9.51,3,3,3,3
9.515,3,3,3,3
9.52,3,3,3,3
9.525,3,3,3,3
9.53,3,3,3,3
9.535,3,3,3,3
9.54,3,3,3,3
9.545,3,3,3,3
9.55,3,3,3,3
9.555,3,3,3,3
9.56,3,3,3,3
9.565,3,3,3,3
9.57,3,3,3,3
9.575,3,3,3,3
9.58,3,3,3,3
9.585,3,3,3,3
9.59,3,3,3,3
9.595,3,3,3,3
9.6,3,3,3,3
9.605,3,3,3,3
9.61,3,3,3,3
9.615,3,3,3,3
9.62,3,3,3,3
9.625,3,3,3,3
9.63,3,3,3,3
9.635,3,3,3,3
9.64,3,3,3,3
9.645,3,3,3,3
9.65,3,3,3,3
9.655,3,3,3,3
9.66,3,3,3,3
9.665,3,3,3,3
9.67,3,3,3,3
9.675,3,3,3,3
9.68,3,3,3,3
9.685,3,3,3,3
9.69,3,3,3,3
9.695,3,3,3,3
9.7,3,3,3,3
9.705,3,3,3,3
9.71,3,3,3,3
9.715,3,3,3,3
9.72,3,3,3,3
9.725,3,3,3,3
9.73,3,3,3,3
9.735,3,3,3,3
9.74,3,3,3,3
9.745,3,3,3,3
9.75,3,3,3,3
9.755,3,3,3,3
9.76,3,3,3,3
9.765,3,3,3,3
9.77,3,3,3,3
9.775,3,3,3,3
9.78,3,3,3,3
9.785,3,3,3,3
9.79,3,3,3,3
9.795,3,3,3,3
9.8,3,3,3,3
9.805,3,3,3,3
9.81,3,3,3,3
9.815,3,3,3,3
9.82,3,3,3,3
9.825,3,3,3,3
9.83,3,3,3,3
9.835,3,3,3,3
9.84,3,3,3,3
9.845,3,3,3,3
9.85,3,3,3,3
9.855,3,3,3,3
9.86,3,3,3,3
9.865,3,3,3,3
9.87,3,3,3,3
9.875,3,3,3,3
9.88,3,3,3,3
9.885,3,3,3,3
9.89,3,3,3,3
9.895,3,3,3,3
9.9,3,3,3,3
9.905,3,3,3,3
9.91,3,3,3,3
9.915,3,3,3,3
9.92,3,3,3,3
9.925,3,3,3,3
9.93,3,3,3,3
9.935,3,3,3,3
9.94,3,3,3,3
9.945,3,3,3,3
9.95,3,3,3,3
9.955,3,3,3,3
9.96,3,3,3,3
9.965,3,3,3,3
9.97,3,3,3,3
9.975,3,3,3,3
9.98,3,3,3,3
9.985,3,3,3,3
9.99,3,3,3,3
9.995,3,3,3,3
10,3,3,3,3
10,2,3,3,3
10.005,2,3,3,3
10.01,2,3,3,3
10.015,2,3,3,3
10.02,2,3,3,3
10.025,2,3,3,3
10.03,2,3,3,3
10.035,2,3,3,3
10.04,2,3,3,3
10.045,2,3,3,3
10.05,2,3,3,3
10.055,2,3,3,3
10.06,2,3,3,3
10.065,2,3,3,3
10.07,2,3,3,3
10.075,2,3,3,3
10.08,2,3,3,3
10.085,2,3,3,3
10.09,2,3,3,3
10.095,2,3,3,3
10.1,2,3,3,3
10.105,2,3,3,3
10.11,2,3,3,3
10.115,2,3,3,3
10.12,2,3,3,3
10.125,2,3,3,3
10.13,2,3,3,3
10.135,2,3,3,3
10.14,2,3,3,3
10.145,2,3,3,3
10.15,2,3,3,3
10.155,2,3,3,3
10.16,2,3,3,3
10.165,2,3,3,3
10.17,2,3,3,3
10.175,2,3,3,3
10.18,2,3,3,3
10.185,2,3,3,3
10.19,2,3,3,3
10.195,2,3,3,3
10.2,2,3,3,3
10.205,2,3,3,3
10.21,2,3,3,3
10.215,2,3,3,3
10.22,2,3,3,3
10.225,2,3,3,3
10.23,2,3,3,3
10.235,2,3,3,3
10.24,2,3,3,3
10.245,2,3,3,3
10.25,2,3,3,3
10.255,2,3,3,3
10.26,2,3,3,3
10.265,2,3,3,3
10.27,2,3,3,3
10.275,2,3,3,3
10.28,2,3,3,3
10.285,2,3,3,3
10.29,2,3,3,3
10.295,2,3,3,3
10.3,2,3,3,3
10.305,2,3,3,3
10.31,2,3,3,3
10.315,2,3,3,3
10.32,2,3,3,3
10.325,2,3,3,3
10.33,2,3,3,3
10.335,2,3,3,3
10.34,2,3,3,3
10.345,2,3,3,3
10.35,2,3,3,3
10.355,2,3,3,3
10.36,2,3,3,3
10.365,2,3,3,3
10.37,2,3,3,3
10.375,2,3,3,3
10.38,2,3,3,3
10.385,2,3,3,3
10.39,2,3,3,3
10.395,2,3,3,3
10.4,2,3,3,3
10.405,2,3,3,3
10.41,2,3,3,3
10.415,2,3,3,3
10.42,2,3,3,3
10.425,2,3,3,3
10.43,2,3,3,3
10.435,2,3,3,3
10.44,2,3,3,3
10.445,2,3,3,3
10.45,2,3,3,3
10.455,2,3,3,3
10.46,2,3,3,3
10.465,2,3,3,3
10.47,2,3,3,3
10.475,2,3,3,3
10.48,2,3,3,3
10.485,2,3,3,3
10.49,2,3,3,3
10.495,2,3,3,3
10.5,2,3,3,3
10.505,2,3,3,3
10.51,2,3,3,3
10.515,2,3,3,3
10.52,2,3,3,3
10.525,2,3,3,3
10.53,2,3,3,3
10.535,2,3,3,3
10.54,2,3,3,3
10.545,2,3,3,3
10.55,2,3,3,3
10.555,2,3,3,3
10.56,2,3,3,3
10.565,2,3,3,3
10.57,2,3,3,3
10.575,2,3,3,3
10.58,2,3,3,3
10.585,2,3,3,3
10.59,2,3,3,3
10.595,2,3,3,3
10.6,2,3,3,3
10.605,2,3,3,3
10.61,2,3,3,3
10.615,2,3,3,3
10.62,2,3,3,3
10.625,2,3,3,3
10.63,2,3,3,3
10.635,2,3,3,3
10.64,2,3,3,3
10.645,2,3,3,3
10.65,2,3,3,3
10.655,2,3,3,3
10.66,2,3,3,3
10.665,2,3,3,3
10.67,2,3,3,3
10.675,2,3,3,3
10.68,2,3,3,3
10.685,2,3,3,3
10.69,2,3,3,3
10.695,2,3,3,3
10.7,2,3,3,3
10.705,2,3,3,3
10.71,2,3,3,3
10.715,2,3,3,3
10.72,2,3,3,3
10.725,2,3,3,3
10.73,2,3,3,3
10.735,2,3,3,3
10.74,2,3,3,3
10.745,2,3,3,3
10.75,2,3,3,3
10.755,2,3,3,3
10.76,2,3,3,3
10.765,2,3,3,3
10.77,2,3,3,3
10.775,2,3,3,3
10.78,2,3,3,3
10.785,2,3,3,3
10.79,2,3,3,3
10.795,2,3,3,3
10.8,2,3,3,3
10.805,2,3,3,3
10.81,2,3,3,3
10.815,2,3,3,3
10.82,2,3,3,3
10.825,2,3,3,3
10.83,2,3,3,3
10.835,2,3,3,3
10.84,2,3,3,3
10.845,2,3,3,3
10.85,2,3,3,3
10.855,2,3,3,3
10.86,2,3,3,3
10.865,2,3,3,3
10.87,2,3,3,3
10.875,2,3,3,3
10.88,2,3,3,3
10.885,2,3,3,3
10.89,2,3,3,3
10.895,2,3,3,3
10.9,2,3,3,3
10.905,2,3,3,3
10.91,2,3,3,3
10.915,2,3,3,3
10.92,2,3,3,3
10.925,2,3,3,3
10.93,2,3,3,3
10.935,2,3,3,3
10.94,2,3,3,3
10.945,2,3,3,3
10.95,2,3,3,3
10.955,2,3,3,3
10.96,2,3,3,3
10.965,2,3,3,3
10.97,2,3,3,3
10.975,2,3,3,3
10.98,2,3,3,3
10.985,2,3,3,3
10.99,2,3,3,3
10.995,2,3,3,3
11,2,3,3,3
11.005,2,3,3,3
11.01,2,3,3,3
11.015,2,3,3,3
11.02,2,3,3,3
11.025,2,3,3,3
11.03,2,3,3,3
11.035,2,3,3,3
11.04,2,3,3,3
11.045,2,3,3,3
11.05,2,3,3,3
11.055,2,3,3,3
11.06,2,3,3,3
11.065,2,3,3,3
11.07,2,3,3,3
11.075,2,3,3,3
11.08,2,3,3,3
11.085,2,3,3,3
11.09,2,3,3,3
11.095,2,3,3,3
11.1,2,3,3,3
11.105,2,3,3,3
11.11,2,3,3,3
11.115,2,3,3,3
11.12,2,3,3,3
11.125,2,3,3,3
11.13,2,3,3,3
11.135,2,3,3,3
11.14,2,3,3,3
11.145,2,3,3,3
11.15,2,3,3,3
11.155,2,3,3,3
11.16,2,3,3,3
11.165,2,3,3,3
11.17,2,3,3,3
11.175,2,3,3,3
11.18,2,3,3,3
11.185,2,3,3,3
11.19,2,3,3,3
11.195,2,3,3,3
11.2,2,3,3,3
11.205,2,3,3,3
11.21,2,3,3,3
11.215,2,3,3,3
11.22,2,3,3,3
11.225,2,3,3,3
11.23,2,3,3,3
11.235,2,3,3,3
11.24,2,3,3,3
11.245,2,3,3,3
11.25,2,3,3,3
11.255,2,3,3,3
11.26,2,3,3,3
11.265,2,3,3,3
11.27,2,3,3,3
11.275,2,3,3,3
11.28,2,3,3,3
11.285,2,3,3,3
11.29,2,3,3,3
11.295,2,3,3,3
11.3,2,3,3,3
11.305,2,3,3,3
11.31,2,3,3,3
11.315,2,3,3,3
11.32,2,3,3,3
11.325,2,3,3,3
11.33,2,3,3,3
11.335,2,3,3,3
11.34,2,3,3,3
11.345,2,3,3,3
11.35,2,3,3,3
11.355,2,3,3,3
11.36,2,3,3,3
11.365,2,3,3,3
11.37,2,3,3,3
11.375,2,3,3,3
11.38,2,3,3,3
11.385,2,3,3,3
11.39,2,3,3,3
11.395,2,3,3,3
11.4,2,3,3,3
11.405,2,3,3,3
11.41,2,3,3,3
11.415,2,3,3,3
11.42,2,3,3,3
11.425,2,3,3,3
11.43,2,3,3,3
11.435,2,3,3,3
11.44,2,3,3,3
11.445,2,3,3,3
11.45,2,3,3,3
11.455,2,3,3,3
11.46,2,3,3,3
11.465,2,3,3,3
11.47,2,3,3,3
11.475,2,3,3,3
11.48,2,3,3,3
11.485,2,3,3,3
11.49,2,3,3,3
11.495,2,3,3,3
11.5,2,3,3,3
11.505,2,3,3,3
11.51,2,3,3,3
11.515,2,3,3,3
11.52,2,3,3,3
11.525,2,3,3,3
